qp,nom_qp,reg,epci1,epci2,uu,disp_q1_A13,disp_q2_A13,disp_q3_A13,disp_q1q3q2_A13,disp_d1_A13,disp_d2_A13,disp_d3_A13,disp_d4_A13,disp_d6_A13,disp_d7_A13,disp_d8_A13,disp_d9_A13,disp_d1d9_A13,disp_gini_A13,disp_s80s20_A13,disp_pact_A13,disp_ppen_A13,disp_ppat_A13,disp_ppsoc_A13,disp_ppfam_A13,disp_ppmini_A13,disp_pplogt_A13,disp_pimpot_A13,QP,TP60_A13,PART_MONOP_A13,PART_MEN5_A13,PART_LOCAT_A13,PART_CHOMPRINC_A13,_merge,code_final
QP062004,Centre Ville,32.0,200044055.0,,00752,9462.0,12529.0,16583.0,0.6,7402.0,8912.0,10112.0,11344.0,14065.0,15769.0,17811.0,21177.0,2.9,0.3,3.6,55.9,26.5,5.4,22.9,6.8,8.2,7.8,-10.7,QP062004,46.2,18.8,12.3,75.4,8.7,both,QP062004
QP062005,Quartier Des Cité 5 - Cité De Marles - Cité Du Rond-Point,32.0,200044055.0,,00752,10488.0,13049.0,16489.0,0.5,8355.0,9795.0,11030.0,12180.0,14363.0,15896.0,17397.0,19791.0,2.4,0.2,2.7,50.7,33.5,2.3,20.4,5.3,8.2,6.8,-6.9,QP062005,39.3,14.6,8.5,91.3,,both,QP062005
QP062006,Quartier Rimbert,32.0,246200802.0,200044055.0,00752,9907.0,12718.0,17179.0,0.6,7860.0,9155.0,10634.0,11560.0,13946.0,15831.0,18673.0,22394.0,2.8,0.2,3.3,62.1,22.6,3.4,21.2,6.9,7.1,7.2,-9.3,QP062006,45.0,,13.3,77.5,,both,QP062006
QP062007,Quartier Du Regain,32.0,200044055.0,,00752,10757.0,13531.0,17027.0,0.5,8435.0,9956.0,11179.0,12289.0,14907.0,16265.0,18145.0,21254.0,2.5,0.2,2.9,54.0,32.7,2.8,18.7,4.8,7.3,6.7,-8.2,QP062007,39.1,16.4,9.1,,,both,QP062007
QP062008,Quartier Du Mont Liébaut,32.0,200044055.0,,00752,9402.0,12770.0,16490.0,0.6,7577.0,8907.0,10006.0,11419.0,14064.0,15445.0,17554.0,20341.0,2.7,0.2,3.2,48.5,31.7,3.2,25.1,5.4,10.9,8.8,-8.5,QP062008,44.5,19.5,7.7,86.4,9.8,both,QP062008
QP062009,Quartier De La Rue De Lille,32.0,200044055.0,,00752,10050.0,13382.0,18903.0,0.7,7979.0,9396.0,10736.0,12088.0,15403.0,17488.0,20486.0,24812.0,3.1,0.3,3.7,63.1,23.5,4.1,20.2,5.3,8.3,6.6,-10.9,QP062009,40.4,15.8,8.8,73.6,7.5,both,QP062009
QP062010,Renaissance,32.0,200044055.0,,00752,10119.0,12976.0,17430.0,0.6,7960.0,9336.0,10606.0,11843.0,14319.0,16307.0,19030.0,22891.0,2.9,0.2,3.3,65.1,20.7,3.8,20.2,4.7,8.5,7.0,-9.8,QP062010,42.9,,9.0,78.6,,both,QP062010
QP062011,Le Centre,32.0,200044055.0,,00752,10157.0,12993.0,16753.0,0.5,8094.0,9471.0,10819.0,11962.0,14319.0,15943.0,17854.0,20935.0,2.6,0.2,3.1,56.6,28.8,3.1,20.6,5.5,7.6,7.4,-9.1,QP062011,41.1,17.9,8.9,92.2,7.4,both,QP062011
QP062012,Terrasses Basly,32.0,200044055.0,,00752,10291.0,13050.0,16431.0,0.5,8532.0,9743.0,10682.0,12029.0,14467.0,15720.0,17393.0,20170.0,2.4,0.2,2.7,57.6,27.3,2.1,20.6,6.2,7.3,7.1,-7.6,QP062012,41.1,17.3,11.8,,,both,QP062012
QP062013,Quartier Coteau Du Stade Parc-Cité 34,32.0,200044055.0,,00752,10598.0,13616.0,17419.0,0.5,8264.0,9885.0,11603.0,12611.0,15420.0,16770.0,18082.0,20838.0,2.5,0.2,2.8,54.4,31.3,2.9,19.4,5.5,7.2,6.7,-8.0,QP062013,35.3,13.7,8.3,85.2,,both,QP062013
QP062014,Quartier Des Cités 6 Et 30,32.0,200044055.0,,00752,9953.0,12422.0,15743.0,0.5,8257.0,9447.0,10574.0,11551.0,13558.0,14813.0,16574.0,19100.0,2.3,0.2,2.6,50.0,30.2,1.6,24.7,7.5,9.2,8.1,-6.5,QP062014,46.6,17.6,14.7,,,both,QP062014
QP062015,Quartier Provinces - Longues Trinques,32.0,200044055.0,,00752,9105.0,11637.0,15943.0,0.6,7440.0,8632.0,9518.0,10058.0,12945.0,14611.0,17226.0,20085.0,2.7,0.2,3.1,48.3,26.6,2.4,29.5,7.5,12.1,9.9,-6.8,QP062015,54.3,24.0,10.8,84.1,,both,QP062015
QP062016,Quartier Saint-Elie - Fosse 13,32.0,200044055.0,246200364.0,00752,10181.0,13442.0,17464.0,0.5,8343.0,9645.0,10803.0,12187.0,14665.0,16318.0,18355.0,21153.0,2.5,0.2,2.8,59.3,27.5,2.0,19.0,7.1,5.8,6.0,-7.8,QP062016,39.4,14.9,16.1,,,both,QP062016
QP062017,Le Haut D'Houdain,32.0,200044055.0,,00752,10405.0,12804.0,16110.0,0.4,8333.0,9654.0,10905.0,11819.0,14038.0,15315.0,16794.0,19479.0,2.3,0.2,2.7,57.5,26.7,2.1,21.4,7.7,6.0,7.7,-7.7,QP062017,43.8,16.6,15.2,,8.7,both,QP062017
QP062018,Terre-Noeve,32.0,200044055.0,,00752,10398.0,13236.0,16597.0,0.5,8419.0,9867.0,11184.0,12261.0,14328.0,15559.0,17214.0,20023.0,2.4,0.2,2.7,56.6,26.8,2.0,21.7,6.9,7.5,7.3,-7.1,QP062018,38.9,17.9,13.3,,,both,QP062018
QP062019,République - Cité 4,32.0,246200364.0,,00756,8985.0,11998.0,15595.0,0.6,7628.0,8631.0,9468.0,10533.0,13180.0,14575.0,16594.0,19204.0,2.5,0.2,2.8,48.4,26.5,2.9,28.9,7.8,12.2,8.9,-6.7,QP062019,51.2,19.7,14.4,81.3,9.0,both,QP062019
QP062020,Cité Des Brebis,32.0,246200364.0,,00756,9873.0,12718.0,16310.0,0.5,8039.0,9269.0,10467.0,11641.0,13895.0,15338.0,17302.0,20142.0,2.5,0.2,2.8,54.0,27.5,2.2,23.4,6.3,8.8,8.3,-7.1,QP062020,45.2,16.5,10.8,,8.8,both,QP062020
QP062021,Cité Du Transvaal - Centre,32.0,246200364.0,,00756,9668.0,12558.0,16511.0,0.5,7924.0,9129.0,10515.0,11530.0,13945.0,15272.0,17421.0,20248.0,2.6,0.2,2.8,51.2,30.2,2.4,23.2,6.4,8.5,8.3,-7.0,QP062021,47.6,15.8,12.2,,,both,QP062021
QP062022,Cité 5 - Cité 11,32.0,246200364.0,,00756,10470.0,13162.0,16555.0,0.5,8295.0,10079.0,11044.0,11970.0,14409.0,15611.0,17511.0,20205.0,2.4,0.2,2.7,61.0,23.4,2.3,21.1,6.9,7.3,6.9,-7.8,QP062022,41.1,13.2,14.0,91.0,6.8,both,QP062022
QP062023,Cité Bellevue,32.0,246200364.0,,00756,10134.0,12539.0,16384.0,0.5,8360.0,9478.0,10648.0,11571.0,14204.0,15618.0,17615.0,20706.0,2.5,0.2,2.7,55.5,26.4,2.2,22.9,7.1,8.3,7.5,-7.0,QP062023,43.9,15.4,17.2,91.6,8.1,both,QP062023
QP062024,Cité 12-14,32.0,246200364.0,,00756,9542.0,12789.0,16882.0,0.6,8000.0,9122.0,10241.0,11483.0,14145.0,15937.0,18144.0,21622.0,2.7,0.2,3.1,54.2,29.6,3.7,20.8,6.3,8.1,6.3,-8.3,QP062024,45.0,17.4,16.2,85.1,7.8,both,QP062024
QP062025,Grande Résidence,32.0,246200364.0,,00756,8878.0,11949.0,15478.0,0.6,7117.0,8421.0,9459.0,10588.0,13203.0,14692.0,16522.0,19393.0,2.7,0.2,3.2,54.2,19.5,2.2,31.4,8.2,12.5,10.7,-7.3,QP062025,51.0,23.1,11.1,94.8,10.5,both,QP062025
QP062026,Cité 2,32.0,246200364.0,,00756,9577.0,12537.0,17145.0,0.6,7894.0,9007.0,10138.0,11435.0,13647.0,16151.0,18376.0,22193.0,2.8,0.2,3.3,58.3,24.5,3.9,22.8,9.0,7.0,6.8,-9.5,QP062026,47.2,17.1,24.4,81.3,,both,QP062026
QP062027,Sellier Cité 4,32.0,246200364.0,,00756,8970.0,11788.0,15999.0,0.6,7434.0,8513.0,9378.0,10530.0,13127.0,15011.0,16994.0,19868.0,2.7,0.2,3.0,50.4,24.6,2.2,29.4,8.3,12.2,8.9,-6.6,QP062027,52.5,21.8,15.4,,,both,QP062027
QP062028,Calonne - Marichelles - Vent De Bise,32.0,246200364.0,,00756,9705.0,12778.0,16632.0,0.5,7785.0,9007.0,10394.0,11707.0,14082.0,15659.0,17651.0,20641.0,2.7,0.2,3.0,56.7,25.2,2.3,23.8,6.5,9.4,7.9,-8.0,QP062028,44.2,18.0,11.7,86.8,7.9,both,QP062028
QP062029,Les Hauts De Liévin - Résidence Des Provinces - Cités 9-9bis,32.0,246200364.0,,00756,10307.0,13014.0,16493.0,0.5,8398.0,9680.0,10892.0,11839.0,14210.0,15522.0,17336.0,20097.0,2.4,0.2,2.8,57.4,26.7,2.8,21.3,7.2,7.1,7.0,-8.2,QP062029,41.8,16.3,16.4,91.2,6.7,both,QP062029
QP062030,Blum - Salengro - 109,32.0,246200364.0,,00756,9193.0,12222.0,15390.0,0.5,7698.0,8721.0,9846.0,11004.0,13208.0,14790.0,16465.0,19393.0,2.5,0.2,2.9,52.7,23.2,2.4,28.6,8.3,10.5,9.8,-6.9,QP062030,49.6,24.0,13.5,,9.5,both,QP062030
QP062031,3 Cités,32.0,246200364.0,,00756,10295.0,12678.0,15931.0,0.4,8119.0,9654.0,10838.0,11744.0,13934.0,15421.0,16967.0,19274.0,2.4,0.2,2.6,57.3,25.6,2.5,21.7,7.5,7.0,7.2,-7.1,QP062031,43.6,,16.2,,,both,QP062031
QP062032,Cité 10,32.0,246200364.0,,00752,10570.0,12857.0,16811.0,0.5,8329.0,9903.0,11041.0,11796.0,14213.0,16008.0,18324.0,20921.0,2.5,0.2,2.8,63.1,22.7,2.0,20.3,5.7,7.8,6.9,-8.1,QP062032,43.2,16.5,10.6,88.2,,both,QP062032
QP062033,Les Blanches Laines Fosse 11 12 13,32.0,246200364.0,,00756,9728.0,12766.0,16878.0,0.6,7942.0,9206.0,10382.0,11645.0,14090.0,15738.0,18052.0,20908.0,2.6,0.2,3.1,55.3,27.1,3.1,22.6,6.8,8.7,7.0,-8.1,QP062033,44.4,18.3,13.3,85.6,8.5,both,QP062033
QP062034,Quartier du 3/15,32.0,246200364.0,,00756,9961.0,12202.0,15347.0,0.4,7905.0,9401.0,10397.0,11182.0,13068.0,14634.0,16380.0,19854.0,2.5,0.2,2.9,58.9,22.1,2.2,24.2,8.1,8.1,8.0,-7.4,QP062034,49.2,15.5,19.4,,,both,QP062034
QP062035,Cité Des Taberneaux,32.0,246200364.0,,00752,10755.0,13583.0,17432.0,0.5,8488.0,10250.0,11295.0,12452.0,14808.0,16485.0,18553.0,22086.0,2.6,0.2,2.9,60.1,27.5,2.7,18.5,7.1,5.5,5.9,-8.8,QP062035,36.2,15.8,16.9,80.0,,both,QP062035
QP062036,Saint-Exupéry - Léon Blum,32.0,246200455.0,,62501,8632.0,10916.0,14312.0,0.5,7063.0,8289.0,9049.0,9942.0,12060.0,13413.0,15165.0,17699.0,2.5,0.2,2.8,53.4,18.3,1.6,33.1,8.0,13.3,11.9,-6.4,QP062036,60.4,26.5,11.5,,12.9,both,QP062036
QP062037,Quai Du commerce - Saint Sépulcre,32.0,246200455.0,,62501,10180.0,13226.0,17742.0,0.6,8381.0,9533.0,10734.0,11943.0,14761.0,16758.0,19341.0,24701.0,2.9,0.3,3.9,69.2,19.6,4.8,19.2,4.4,7.9,6.9,-12.8,QP062037,41.1,17.9,6.3,85.7,,both,QP062037
QP062038,Du Village Au Moulin,32.0,246200299.0,,00756,10006.0,12982.0,17483.0,0.6,8048.0,9435.0,10507.0,11693.0,14621.0,16600.0,18881.0,21720.0,2.7,0.2,3.0,60.7,23.4,1.8,21.9,7.5,7.5,6.9,-7.8,QP062038,42.6,,18.1,76.7,,both,QP062038
QP062039,Rotois - Saint Roch,32.0,246200299.0,,00756,9069.0,12515.0,16831.0,0.6,6946.0,8562.0,9903.0,11337.0,13963.0,16238.0,17580.0,21515.0,3.1,0.2,3.6,54.0,23.8,2.8,27.1,6.7,11.8,8.6,-7.7,QP062039,47.4,24.5,12.9,,,both,QP062039
QP062040,Cornuault,32.0,246200299.0,200041960.0,00756,10484.0,13765.0,17423.0,0.5,8427.0,9716.0,11116.0,12444.0,15059.0,16580.0,18366.0,20509.0,2.4,0.2,2.6,55.3,31.5,2.1,18.4,6.2,6.6,5.6,-7.3,QP062040,39.1,,14.7,89.0,,both,QP062040
QP062041,Macé - Darcy,32.0,246200299.0,,00756,10185.0,12966.0,17328.0,0.6,8185.0,9624.0,10774.0,11911.0,14518.0,16275.0,18569.0,20825.0,2.5,0.2,2.9,56.0,29.4,2.6,20.2,6.4,7.4,6.4,-8.2,QP062041,41.7,17.6,13.2,83.8,,both,QP062041
QP062042,Ponchelet - Kennedy,32.0,246200299.0,,00756,9115.0,11888.0,15237.0,0.5,7501.0,8582.0,9703.0,10774.0,12827.0,14194.0,16040.0,19593.0,2.6,0.2,3.0,54.3,16.2,2.7,34.2,9.1,14.2,10.9,-7.4,QP062042,51.8,27.7,11.3,,,both,QP062042
QP062043,La Plaine Du 7,32.0,246200299.0,246200364.0,00756,9873.0,12479.0,16470.0,0.5,7681.0,9198.0,10286.0,11284.0,13799.0,15319.0,17598.0,21281.0,2.8,0.2,3.1,52.5,27.9,3.4,23.7,8.2,8.2,7.3,-7.5,QP062043,47.2,19.2,18.9,,,both,QP062043
QP062044,Zac Des Deux Villes,32.0,246200299.0,,00756,9766.0,12010.0,15408.0,0.5,7648.0,9039.0,10248.0,11221.0,13210.0,14615.0,16297.0,18892.0,2.5,0.2,2.8,53.9,23.5,2.4,27.9,5.6,11.7,10.6,-7.7,QP062044,51.1,20.1,5.5,,11.0,both,QP062044
QP062045,Quartier Du Maroc - La Canche,32.0,246200299.0,246200364.0,00756,9940.0,12906.0,16122.0,0.5,8310.0,9593.0,10651.0,11800.0,14151.0,15433.0,17265.0,19834.0,2.4,0.2,2.6,54.2,28.8,2.2,21.9,5.9,8.5,7.5,-7.1,QP062045,42.6,17.3,11.0,,8.2,both,QP062045
QP062046,Nouméa,32.0,246200299.0,,00756,10191.0,12580.0,16464.0,0.5,8073.0,9397.0,10711.0,11683.0,13975.0,15551.0,17749.0,20057.0,2.5,0.2,2.7,57.6,26.8,1.9,20.8,6.3,7.3,7.2,-7.1,QP062046,43.1,16.7,12.1,,,both,QP062046
QP062047,Languedoc - Cité 10,32.0,246200364.0,246200299.0,00756,9943.0,12538.0,16208.0,0.5,8043.0,9144.0,10489.0,11438.0,13838.0,15289.0,17146.0,20627.0,2.6,0.2,2.8,54.7,27.3,2.7,22.7,7.0,7.7,7.9,-7.4,QP062047,47.3,17.4,12.9,,,both,QP062047
QP062048,Quartier De La Haute Voie,32.0,246200299.0,,00756,9707.0,12788.0,16726.0,0.5,7318.0,9276.0,10306.0,11415.0,14242.0,15807.0,17595.0,21345.0,2.9,0.2,3.2,54.0,29.0,2.5,22.8,6.4,9.4,6.9,-8.3,QP062048,45.4,17.4,17.3,85.4,,both,QP062048
QP062049,Damrémont,32.0,246200729.0,,62503,10062.0,13089.0,16960.0,0.5,8002.0,9417.0,10666.0,11890.0,14226.0,16224.0,17747.0,20834.0,2.6,0.2,2.8,53.6,31.8,2.0,21.0,5.2,8.1,7.8,-8.4,QP062049,41.9,17.2,5.6,,,both,QP062049
QP062050,Centre Ville,32.0,246200729.0,,62503,9180.0,12957.0,17598.0,0.6,7230.0,8751.0,9625.0,11376.0,14489.0,16298.0,18969.0,23245.0,3.2,0.3,4.3,64.4,18.6,6.0,22.2,3.7,10.2,8.3,-11.2,QP062050,45.1,16.6,,,,both,QP062050
QP062051,Chemin Vert - Beaurepaire - Malborough,32.0,246200729.0,,62503,9175.0,11829.0,15196.0,0.5,7706.0,8702.0,9626.0,10724.0,12978.0,14317.0,16062.0,18878.0,2.4,0.2,2.8,49.9,23.7,1.8,31.7,8.8,12.3,10.6,-7.1,QP062051,52.2,24.7,14.2,93.0,9.1,both,QP062051
QP062052,Henriville - Montplaisir,32.0,246200729.0,,62503,9934.0,14186.0,18103.0,0.6,7813.0,9428.0,10819.0,12410.0,15530.0,17043.0,19212.0,21714.0,2.8,0.2,3.1,59.3,29.5,3.0,17.8,5.3,6.5,6.0,-9.6,QP062052,38.3,12.8,9.4,71.3,,both,QP062052
QP062053,Quartier Tour Du Renard,32.0,246200729.0,,62503,10065.0,13061.0,16386.0,0.5,7941.0,9641.0,11056.0,12078.0,14269.0,15784.0,17777.0,20359.0,2.6,0.2,2.9,51.1,31.3,2.1,22.8,5.0,9.9,7.9,-7.3,QP062053,40.3,15.6,8.1,83.7,,both,QP062053
QP062054,Quartier Des Résidences,32.0,246200729.0,,62503,9821.0,12170.0,15451.0,0.5,8182.0,9328.0,10194.0,11146.0,13421.0,14644.0,16388.0,18950.0,2.3,0.2,2.5,50.5,27.9,1.4,27.1,8.3,9.2,9.6,-6.9,QP062054,49.6,22.4,13.9,,10.2,both,QP062054
QP062055,Fort Nieulay - Cailloux - Saint-Pierre,32.0,246201149.0,,62504,9173.0,11969.0,16214.0,0.6,7512.0,8672.0,9668.0,10732.0,13255.0,15018.0,17436.0,21171.0,2.8,0.2,3.3,56.7,21.4,2.7,27.5,8.4,10.5,8.6,-8.3,QP062055,51.4,20.1,16.5,76.7,8.5,both,QP062055
QP062056,Beau Marais,32.0,246201149.0,,62504,8571.0,10935.0,14164.0,0.5,7163.0,8140.0,8910.0,9844.0,12102.0,13334.0,15221.0,17961.0,2.5,0.2,2.9,47.8,19.9,1.9,36.5,8.8,15.4,12.3,-6.1,QP062056,60.1,25.0,11.5,95.0,10.9,both,QP062056
QP062057,Ville Centre,32.0,246200802.0,,00752,9455.0,12781.0,17928.0,0.7,7424.0,8958.0,9939.0,11299.0,14593.0,16715.0,19285.0,23369.0,3.1,0.3,3.9,60.3,23.8,5.6,20.2,5.3,7.8,7.0,-9.9,QP062057,45.7,19.9,8.2,72.7,8.4,both,QP062057
QP062058,Centre Historique,32.0,246200018.0,,00752,10180.0,13454.0,18573.0,0.6,8284.0,9554.0,10965.0,12133.0,15084.0,17047.0,20199.0,24687.0,3.0,0.3,3.9,66.5,20.7,6.3,18.2,4.3,7.4,6.4,-11.7,QP062058,39.8,16.9,6.0,80.1,,both,QP062058
QP062059,Quartier De La Renaissance,32.0,246201115.0,,62401,9452.0,12555.0,15910.0,0.5,7718.0,9196.0,10100.0,11743.0,13689.0,14992.0,16568.0,19884.0,2.6,0.2,2.9,56.5,21.5,2.4,26.7,8.4,10.2,8.1,-7.1,QP062059,43.6,19.5,15.6,,,both,QP062059
QP062060,Quatre As,32.0,200033579.0,,62502,9876.0,12633.0,16178.0,0.5,7917.0,9328.0,10387.0,11333.0,14126.0,15669.0,17280.0,19861.0,2.5,0.2,3.0,61.6,20.8,1.9,24.1,5.6,8.9,9.6,-8.4,QP062060,45.2,24.3,,,,both,QP062060
QP062061,Arras Ouest,32.0,200033579.0,,62502,9202.0,12213.0,15763.0,0.5,7548.0,8595.0,9769.0,10916.0,13274.0,14758.0,16865.0,20098.0,2.7,0.2,3.1,55.9,21.9,2.3,28.1,7.0,11.7,9.4,-8.2,QP062061,49.0,22.6,9.1,92.0,11.2,both,QP062061
QP062062,Saint Michel Goudemand,32.0,200033579.0,,62502,9348.0,12638.0,15995.0,0.5,7611.0,8874.0,10015.0,11431.0,13861.0,15233.0,17154.0,20375.0,2.7,0.2,3.2,57.9,22.6,2.8,25.5,5.9,10.5,9.1,-8.8,QP062062,46.6,21.7,7.6,,,both,QP062062
QP062063,Cheminots Jean Jaurès Moulin Hacart,32.0,200033579.0,,62502,10660.0,14277.0,18980.0,0.6,8140.0,9835.0,11376.0,12811.0,15892.0,17561.0,20696.0,25354.0,3.1,0.3,3.5,63.2,26.4,4.1,18.0,6.2,6.4,5.4,-11.7,QP062063,35.9,18.3,12.4,81.5,,both,QP062063
QP062064,Nouvelles Résidences,32.0,200033579.0,,62502,9205.0,12053.0,15326.0,0.5,7842.0,8764.0,9825.0,11003.0,13475.0,14615.0,16208.0,18456.0,2.4,0.2,2.7,58.6,19.4,1.5,27.9,6.2,11.4,10.3,-7.4,QP062064,50.5,22.3,5.0,,13.3,both,QP062064
QP063001,Molles Cizolles,84.0,246301063.0,,63303,10594.0,13618.0,16984.0,0.5,8618.0,9754.0,11349.0,12398.0,14797.0,16402.0,17958.0,21299.0,2.5,0.2,2.8,45.7,37.8,5.4,18.6,5.0,6.8,6.8,-7.5,QP063001,37.6,,8.6,,,both,QP063001
QP063002,Saint-Jacques,84.0,246300701.0,,63701,8933.0,11875.0,15693.0,0.6,6885.0,8347.0,9423.0,10708.0,12952.0,14608.0,16816.0,19766.0,2.9,0.2,3.4,50.5,27.1,3.8,26.4,5.2,12.6,8.6,-7.8,QP063002,52.2,16.6,7.7,,9.0,both,QP063002
QP063003,Quartiers Nord,84.0,246300701.0,,63701,9066.0,12015.0,16469.0,0.6,7055.0,8453.0,9622.0,10807.0,13321.0,15137.0,17723.0,21227.0,3.0,0.2,3.5,51.8,30.1,5.1,21.5,7.0,8.2,6.4,-8.5,QP063003,50.9,12.8,14.6,78.2,7.1,both,QP063003
QP063004,La Gauthière,84.0,246300701.0,,63701,9367.0,12453.0,16603.0,0.6,7429.0,8850.0,10049.0,11262.0,13833.0,15592.0,17826.0,20943.0,2.8,0.2,3.2,56.4,25.6,4.0,22.7,7.4,8.1,7.1,-8.7,QP063004,47.0,15.6,15.2,85.8,7.0,both,QP063004
QP063005,Fontaine Du Bac,84.0,246300701.0,,63701,10595.0,13057.0,16726.0,0.5,8451.0,9712.0,11083.0,12235.0,14685.0,15836.0,17423.0,20383.0,2.4,0.2,2.8,58.6,27.6,4.0,18.4,5.5,6.9,6.0,-8.6,QP063005,39.1,15.6,7.9,,,both,QP063005
QP063006,Cournon D'Auvergne,84.0,246300701.0,,63701,10611.0,13539.0,16869.0,0.5,8125.0,9748.0,10967.0,12357.0,14840.0,16085.0,17580.0,20833.0,2.6,0.2,2.8,62.0,22.3,3.4,20.7,5.7,7.3,7.7,-8.4,QP063006,37.9,23.6,8.9,,,both,QP063006
QP063007,Centre Ancien,84.0,246301063.0,,63303,9691.0,13139.0,17307.0,0.6,7713.0,9118.0,10561.0,11968.0,14631.0,16171.0,18736.0,22301.0,2.9,0.3,3.8,53.1,30.2,9.7,17.4,3.7,7.7,6.0,-10.4,QP063007,42.2,13.8,6.1,72.1,,both,QP063007
QP064001,Maubec - Citadelle,75.0,246400030.0,,00751,10733.0,14653.0,18484.0,0.5,7870.0,9655.0,11897.0,13361.0,15964.0,17327.0,20089.0,23290.0,3.0,0.2,3.5,65.7,22.2,4.7,17.7,2.7,8.8,6.2,-10.3,QP064001,31.2,19.8,,85.5,,both,QP064001
QP064002,Hauts De Sainte Croix,75.0,246400030.0,,00751,10748.0,13823.0,17486.0,0.5,8223.0,9960.0,11505.0,12819.0,15309.0,16696.0,18396.0,21425.0,2.6,0.2,2.9,57.1,25.7,3.8,21.5,5.4,8.9,7.2,-8.1,QP064002,34.8,19.2,9.2,86.0,6.3,both,QP064002
QP064003,Saragosse,75.0,246401723.0,,64601,10198.0,13489.0,17107.0,0.5,8134.0,9456.0,10885.0,12199.0,14764.0,16247.0,18038.0,20963.0,2.6,0.2,3.1,46.3,34.4,4.4,23.0,4.7,10.1,8.2,-8.1,QP064003,39.1,20.5,6.8,,6.8,both,QP064003
QP064004,Ousse Des Bois,75.0,246401723.0,,64601,9744.0,11856.0,14690.0,0.4,7844.0,9145.0,10139.0,11074.0,12790.0,13914.0,15662.0,18847.0,2.4,0.2,2.7,45.9,21.6,2.0,35.2,8.3,15.5,11.4,-4.7,QP064004,52.8,17.6,17.6,,8.5,both,QP064004
QP065001,Tarbes Ouest,76.0,246500565.0,,65501,8980.0,11803.0,14778.0,0.5,6764.0,8354.0,9474.0,10570.0,12787.0,14223.0,15664.0,18380.0,2.7,0.2,3.4,51.7,21.2,2.9,31.2,7.9,12.5,10.8,-7.0,QP065001,53.3,23.9,9.7,,,both,QP065001
QP065002,Tarbes Nord,76.0,246500565.0,,65501,9549.0,12127.0,15319.0,0.5,7569.0,9003.0,10082.0,11163.0,13125.0,14533.0,16383.0,19491.0,2.6,0.2,2.9,50.2,24.9,2.6,28.8,5.9,12.6,10.3,-6.5,QP065002,49.8,22.2,7.0,,10.1,both,QP065002
QP065003,Tarbes Est,76.0,246500565.0,,65501,10419.0,13937.0,18561.0,0.6,8162.0,9907.0,11154.0,12545.0,15450.0,17480.0,19921.0,24717.0,3.0,0.3,3.7,55.0,32.8,6.4,16.8,3.3,7.4,6.1,-11.0,QP065003,36.4,16.7,5.0,74.9,7.3,both,QP065003
QP065004,Ophite,76.0,200041226.0,,65302,11019.0,13488.0,16163.0,0.4,8384.0,10313.0,11588.0,12442.0,14372.0,15458.0,17006.0,19217.0,2.3,0.2,2.5,58.6,22.4,2.8,23.0,5.8,9.1,8.1,-6.8,QP065004,35.9,19.2,,,,both,QP065004
QP066001,Centre Ville,76.0,200043602.0,,66401,10002.0,13131.0,17412.0,0.6,7608.0,9251.0,10557.0,11797.0,14687.0,16574.0,18811.0,23315.0,3.1,0.3,3.9,62.2,26.3,5.7,16.6,4.3,6.7,5.6,-10.8,QP066001,44.1,17.6,,57.7,,both,QP066001
QP066002,Quartier Saint Assiscle,76.0,200027183.0,,66601,10347.0,13616.0,18256.0,0.6,7963.0,9628.0,11018.0,12332.0,15084.0,17162.0,19815.0,25116.0,3.2,0.3,3.7,53.1,31.3,5.0,21.2,4.7,8.8,7.7,-10.6,QP066002,37.8,21.6,6.3,81.3,,both,QP066002
QP066003,Quartier Gare,76.0,200027183.0,,66601,9628.0,12973.0,16745.0,0.5,7345.0,9014.0,10301.0,11576.0,14274.0,15928.0,17894.0,21767.0,3.0,0.3,3.6,57.8,25.5,4.7,22.0,4.5,9.1,8.4,-10.0,QP066003,43.6,21.4,5.8,80.0,9.8,both,QP066003
QP066004,Quartier Bas-Vernet Ancien Zus,76.0,200027183.0,,66601,8491.0,10540.0,12927.0,0.4,6876.0,8110.0,9032.0,9775.0,11258.0,12486.0,13754.0,15724.0,2.3,0.2,2.7,38.6,20.0,1.5,44.0,12.1,17.4,14.6,-4.1,QP066004,66.7,20.4,19.7,,10.2,both,QP066004
QP066005,Diagonale Du Haut - Moyen-Vernet,76.0,200027183.0,,66601,8635.0,10922.0,14324.0,0.5,6735.0,8135.0,9046.0,9940.0,11913.0,13423.0,15553.0,18930.0,2.8,0.2,3.5,39.0,24.1,4.6,39.1,8.6,18.5,11.9,-6.8,QP066005,61.0,18.9,12.6,79.0,8.4,both,QP066005
QP066006,Rois De Majorque,76.0,200027183.0,,66601,8022.0,10493.0,13647.0,0.5,5237.0,7432.0,8451.0,9389.0,11538.0,12761.0,14433.0,17559.0,3.4,0.3,4.2,47.2,23.3,3.7,32.5,9.1,13.0,10.5,-6.7,QP066006,66.2,18.6,18.6,72.1,,both,QP066006
QP066007,Bas-Vernet Nouveau QPV,76.0,200027183.0,,66601,10111.0,13595.0,18440.0,0.6,7934.0,9413.0,10854.0,12208.0,15062.0,17086.0,19774.0,24095.0,3.0,0.3,3.8,52.6,32.1,6.9,19.2,3.3,9.1,6.8,-10.8,QP066007,39.2,14.7,5.0,71.6,,both,QP066007
